note,pitch,duration,chord,bar,mapped voice,cost,category
158,69,1/4,89,14,0,n/a,match
159,64,1/4,90,14 1/4,1,n/a,ornamentation
160,62,1/4,91,14 1/2,1,n/a,match
161,50,1/4,92,14 3/4,5,n/a,ornamentation
162,52,1/4,93,14 1/1,5,n/a,match
163,55,1/4,93,14 1/1,2,n/a,match
164,67,1/4,93,14 1/1,0,n/a,match
165,61,1/8,94,14 5/4,1,n/a,ficta
166,59,1/8,95,14 11/8,1,n/a,ornamentation
167,61,1/8,96,14 3/2,1,n/a,ficta
168,67,1/8,96,14 3/2,0,0,repetition
169,57,1/8,97,14 13/8,1,n/a,ornamentation
170,59,1/8,98,14 7/4,1,n/a,match
171,61,1/8,99,14 15/8,1,n/a,ornamentation
172,50,1/4,100,15,5,n/a,match
173,57,1/4,100,15,3,n/a,match
174,62,1/4,100,15,1,n/a,match
175,67,1/4,100,15,0,0,repetition
176,55,1/4,101,15 1/4,0,n/a,ornamentation
177,66,1/4,102,15 1/2,0,n/a,match
178,55,1/4,103,15 3/4,4,0,repetition
179,59,1/4,103,15 3/4,3,2,adaptation
180,64,1/4,103,15 3/4,0,n/a,match
181,50,1/4,104,15 1/1,2 and 4,n/a,match
182,57,1/4,104,15 1/1,3,0,repetition
183,66,1/4,104,15 1/1,0,n/a,match
184,62,1/4,105,15 5/4,0,n/a,ornamentation
185,50,1/4,106,15 3/2,1,n/a,match
186,64,1/4,106,15 3/2,0,2,adaptation
187,66,1/4,107,15 7/4,0,n/a,ornamentation
188,52,1/2,108,16,4,n/a,match
189,55,1/2,108,16,1 and 3,n/a,match
190,59,1/2,108,16,2,n/a,match
191,67,1/2,108,16,0,n/a,match
192,48,1/4,109,16 1/2,1,n/a,match
193,60,1/4,109,16 1/2,2,n/a,match
194,50,1/4,110,16 3/4,1,n/a,match
195,48,1/4,111,16 1/1,4,n/a,match
196,52,1/4,111,16 1/1,1,n/a,match
197,60,1/4,111,16 1/1,3,n/a,match
198,67,1/4,111,16 1/1,0,0,repetition
199,54,1/4,112,16 5/4,1,n/a,ficta
200,55,1/4,113,16 3/2,1 and 2,n/a,match
201,47,1/4,114,16 7/4,4,n/a,match
202,45,1/4,115,17,4,n/a,match
203,52,1/4,115,17,5,2,adaptation
204,57,1/4,115,17,2,n/a,match
205,60,1/4,115,17,3,0,repetition
206,59,1/4,116,17 1/4,2,n/a,match
207,54,1/4,117,17 1/2,1,n/a,ficta
208,60,1/4,117,17 1/2,2,n/a,match
209,57,1/4,118,17 3/4,2,n/a,match
210,43,1/4,119,17 1/1,4,n/a,match
211,50,1/4,119,17 1/1,5,0,repetition
212,55,1/4,119,17 1/1,1,n/a,match
213,59,1/4,119,17 1/1,2 and 3,n/a,match
214,60,1/4,120,17 5/4,2,n/a,match
215,55,1/4,121,17 3/2,1,0,repetition
